項次,新聞標題,新聞發布日期,正確原文連結,媒體來源,趨勢標籤,新聞摘要
1327,中資AI智慧製造布局印尼加速，騰訊、華為、比亞迪形成三路進擊態勢 - 東南亞財經新聞,2026-07-29 00:35,https://news.google.com/rss/articles/CBMijgFBVV95cUxNZUdwRFBjU1pBdWZXTVNDTDNnemFObUtCWDdpUWZnTG1xYUhVV3VqTXFFd3NtSHFMcXE2RFAya3dSYWlHLUx6bkdpdmdkeGN5bFRZMDBDd3NRT1RBQnpIU0d0WnA3RzMtckt3Y0JXQXVEeHpVcnBOeG1LUkxGUTlBd0piclFENVowMHltRTVn?oc=5,東南亞財經新聞 (via Google News),智慧製造與工業 AI,中資AI智慧製造布局印尼加速，騰訊、華為、比亞迪形成三路進擊態勢  東南亞財經新聞
1328,瑞銀看好新技術發展帶動營運，提升力成目標價至 260 元,2026-07-29 01:45,https://finance.technews.tw/2026/07/29/ubs-raises-its-target-price-for-li-cheng-to-260-yuan/,科技新報 TechNews,智慧製造與工業 AI,外資瑞銀針對力成科技的最新研究報告表示，儘管力成在扇出型面板級封裝（FOPLP）的產能擴張上面臨設備延遲等挑戰 […]
1329,刺透奈米極限直攻 Å 世代！衡信斥資 6 億進駐竹科破解次奈米晶片缺陷,2026-07-29 03:01,https://finance.technews.tw/2026/07/29/a-generation/,科技新報 TechNews,"智慧製造與工業 AI, 研發與創新, Chips & Hardware / 晶片與算力, Enterprise & ROI / 企業應用與效益",衡陞科技旗下 100% 轉投資子公司衡信分析今日宣布，預計投入 6 億元正式進駐新竹科學園區，結合母公司衡陞科 […]
1330,AI 熱潮翻轉亞洲空中貨運 航空業者重塑航線 搶卡位半導體供應鏈 - 經濟日報,2026-07-29 07:00,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5UVkxWRjU0ZVRFRFVhRGFLclRKYm1xc2pnbTVQbzFSak96dTg3aTNhWkFiZ2RraFNldUNZdUJ5b2U2V1IzZjJ3TElaUUJfZDJjQ1Rsa2h3T0ZsZ9IBX0FVX3lxTE1McW5fcmtWUVRmUXNXNWRseFRtbnNiclp3SGk3OGF5UHo0MGNhU2ZIOWhDMDMxc1IzRWZlemNCRnpsY1NwakRzTGxLWTc4Tkh6MFFsMC1CVTJPNWs5V09v?oc=5,經濟日報 (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化",AI 熱潮翻轉亞洲空中貨運 航空業者重塑航線 搶卡位半導體供應鏈  經濟日報
1331,"As AI floods drug discovery with designs, Twist uses DNA chips to tackle the wet-lab bottleneck - R&D World",2026-07-29 07:00,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPekgtbVFvNWMzMDhzNGJ6NFR1TkplZ00tcVl3dHU1SVM0RUZieG1RcHpmZ09tYkNUVzlOMGRTbGdwS3dQM0NsQ051cEEzUFpTTEo3ZlRnNlBsZTF5SXpHQXAwTVBXbnBOQ09GTWFmTnIxakROUGxUTnAzU2VoTWZnTmR1V2hpWmljVHlLVmZrZlRsRUlYMFpPMjVpdWdFaTlkVUxqWlVsd1NMYXlGaDV3X1FhMkU0ckNyX09UQl9iWkFsU3M?oc=5,R&D World (via Google News),"智慧製造與工業 AI, 研發與創新, Chips & Hardware / 晶片與算力","As AI floods drug discovery with designs, Twist uses DNA chips to tackle the wet-lab bottleneck  R&D World"
1332,Accelerating scientific discovery with ChatGPT for Academic Researchers - OpenAI,2026-07-29 07:00,https://news.google.com/rss/articles/CBMiakFVX3lxTE5RdURTcDByN0NKcGZ6RzBEWmk1SjV5T1hEOG82MXp2cmRCc09ZLUxUV1JjX0dtYUlxTEVfLXVyUHI3dWIxMnNydzIxR0hwb1kxbU15dlQ1bThHYmc2M1lyeFM2eXpENWRKUlE?oc=5,OpenAI (via Google News),"研發與創新, LLMs & Reasoning / 大語言模型與推理",Accelerating scientific discovery with ChatGPT for Academic Researchers  OpenAI
1333,AI and quantum computers will be frenemies - The Economist,2026-07-29 07:00,https://news.google.com/rss/articles/CBMipAFBVV95cUxNN0ZLR2lUSzFidTJGZGZLNmwyc0VIRmxxTnc0MkVvWTU3YWMzZ0RKOUpQY0tyOHBTZ0tPTjg3T0Uzb0JGS2tsbzJiOW84TzdWSnVGUVVfWkVhZFVmOXh4b082anJBWFlTSmo4SWRqSkhJajc0R0YzVUxpZWxzUTFnM2d4azdMMW94eE10M3ZRdjhLSlRza0lMZXJRamNFM1lCQjZzTA?oc=5,The Economist (via Google News),Enterprise & ROI / 企業應用與效益,AI and quantum computers will be frenemies  The Economist
1334,Top 10+ SAP Workload Automation Tools in 2026 - AIMultiple,2026-07-29 07:00,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5JNUZsenV4aTlTTjU4bkoyd2xMeGhIWl9vbm1vamJldDRBQmJPZkxIZEdYeGl2Z1piM21hNHl3eTlxb2tOcFlxOE9NSWFwSWk3U3pHMnRvcWxVdw?oc=5,AIMultiple (via Google News),Enterprise & ROI / 企業應用與效益,Top 10+ SAP Workload Automation Tools in 2026  AIMultiple
1335,Top 13 Data Center Automation Tools & Case Studies - AIMultiple,2026-07-29 07:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE9la29DQXFkY3k0SU9tZ0M3SXRZNkMwc200TVRRdVdRZTN0ZUJfX2pHSG5wTjFiSVlvMmg2dDJScnpsaUxfLWtNdW9WNHMtSjU1S1piTnBNb0ZreHBRMEJfdg?oc=5,AIMultiple (via Google News),Chips & Hardware / 晶片與算力,Top 13 Data Center Automation Tools & Case Studies  AIMultiple
1336,Social media governance: Build a 2026 plan to protect your brand - Hootsuite Blog,2026-07-29 07:00,https://news.google.com/rss/articles/CBMiYEFVX3lxTE81QTZ0Vm5XRlJWUzNOWVBXOWFhR0hIcFIxWFBEN3ZmbGRaemw1MEdxWHhHTUxkSWdUN3YtaWdPV3VTOHhMYkhETWkwc2ljTm1UUFNoTzFyUmRSTXhZQkFTYQ?oc=5,Hootsuite Blog (via Google News),Sovereign AI & Policy / 主權 AI 與法規,Social media governance: Build a 2026 plan to protect your brand  Hootsuite Blog
1337,Robo.ai與Abu Dhabi Enterprise共同成立人工智能工業集團Alif Holding，服務於基礎設施、政府及工業領域 - Moomoo,2026-07-29 09:14,https://news.google.com/rss/articles/CBMitwFBVV95cUxNU3VqRkFwRkJUeFIzaVRCRXhIZkMwODV2b21Lb0tZOUpibWRWZHJrTElWOUNyczAtRHZPUkUzSDBvWFFEM24wLW9lMnJpLU1qS3NaQUFJNGVFb0d3bVNWeTJRU2NzNlJaMDhZMUNKU1NGUlVHX0JTVHR5MDd6R2pJNVpqc3pTV3ZSZXNrYWdfZm9SZWtmbVFCVVhWa2tzQjlxS01BaFN5ZnZBb2oteVJVNVktempxWjg?oc=5,Moomoo (via Google News),"智慧製造與工業 AI, Enterprise & ROI / 企業應用與效益",Robo.ai與Abu Dhabi Enterprise共同成立人工智能工業集團Alif Holding，服務於基礎設施、政府及工業領域  Moomoo
1338,經部：各國續推AI基礎設施 支撐我國接單與製造業成長動能 - 自由財經,2026-07-29 09:15,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9lRDM1eU5pOW5Lb2JHd3hIVTlpS0QybjZWb1BaZmpUMTVReklqUnQ5U0c1QUpfQ3M2Q3dYMmEwVWZrUWhJX0ZvYmVZQmxGR08zVmhIc1drX0drRERqZW9F?oc=5,自由財經 (via Google News),智慧製造與工業 AI,經部：各國續推AI基礎設施 支撐我國接單與製造業成長動能  自由財經
1339,聚焦AI數位醫護新科技 南市府助企業掌握轉型契機與補助資源 - 蕃新聞,2026-07-29 09:44,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5rR0FOcXY5ZmY0SldTYi13TzNmY0c2Zkl5bjR4cjNhdjNQR2lGTnA1eXVNRmgxanVTQUNoaHVoZ2U0TWFGSXJraTVMQ24tLUJHQkE?oc=5,蕃新聞 (via Google News),Enterprise & ROI / 企業應用與效益,聚焦AI數位醫護新科技 南市府助企業掌握轉型契機與補助資源  蕃新聞
1340,Accelerating scientific discovery with ChatGPT for Academic Researchers,2026-07-29 10:00,https://openai.com/index/chatgpt-for-academic-researchers,OpenAI News,"研發與創新, LLMs & Reasoning / 大語言模型與推理","OpenAI is giving 100,000 academic researchers free access to ChatGPT's most advanced AI models to accelerate scientific research, collaboration, and discovery."
1341,AI軟體代理成效不彰？數據碎片化才是企業痛點 - 商傳媒,2026-07-29 13:06,https://news.google.com/rss/articles/CBMizgJBVV95cUxQcjAzVGV3aGRmVFNRV253QUN6a184UERqVGUyLTBWZ05wWTMtdUVXbVpDUl94UlhIYUtjV05UNmdtdEF0RmozaFhFellkMWpjc0RSZ3ZjNENFZG5hZ1REVGkzek1uS3VXam9FdFlMUlpBTlp6ZDU0MGZmaDBINFRxb1MyamhGTDhQSGJpNlZ0WlgzaGRBbzhPM0dJS2lRaXY1R0ZYWWdUcmthaGpyVnAySHVHZVVaNHNqV1hfeUZSZVlxOTdqSHozeFlkM193V3hhZXNCYjhWVHY5aFU1Sm9DdEcxUnNQRS1HajQ0dmc3RHVON1NMVW4yNEhkRXp4aGMyMzJzS1BoUDA2NkdLbDhmX3FIa2gyc0xDS3E5ZVhXcFNIUkgxeTVCelRFTlExek4xXzJNejcxVmZQaW9CT3U1YjZhbW5rdEVTZW5KejZB?oc=5,商傳媒 (via Google News),"Agentic AI / 代理式 AI, Enterprise & ROI / 企業應用與效益",AI軟體代理成效不彰？數據碎片化才是企業痛點  商傳媒
1342,How enabling two settings tripled our scores on the ARC-AGI-3 benchmark,2026-07-29 15:00,https://openai.com/index/how-two-settings-tripled-our-arc-agi-3-scores,OpenAI News,"LLMs & Reasoning / 大語言模型與推理, Sovereign AI & Policy / 主權 AI 與法規","How two API settings improved GPT-5.6 performance on ARC-AGI-3, boosting scores and efficiency by retaining reasoning and enabling compaction."
1343,"We’re launching Lyria 3.5 in Google Flow Music, with advances across musicality, lyrics, vocals, and creative control",2026-07-29 16:02,https://deepmind.google/blog/were-launching-lyria-35-in-google-flow-music-with-advances-across-musicality-lyrics-vocals-and-creative-control/,Google DeepMind Blog,Enterprise & ROI / 企業應用與效益,
1344,AI商機不均 僅2成製造業切入半導體鏈 - UDN,2026-07-29 16:13,https://news.google.com/rss/articles/CBMiUEFVX3lxTFB6MWlETTlFeXVIc2hHRDg1VEx3aXRCeEdIV29aU2NOQTBSSUFESEh5OFNCUXZKUmstZThLeVdNN0xWalh0ZTl6bkI1cHdVUE5N0gFWQVVfeXFMUEh0ZGJzMGlsaUNyZ2s1TnU5c01scWlYUE9uU2xmS3lwYl9Ba01wNnhCZ3c2WHRiOWlTTFV0amM0TFF2M3lKSVNQcEZBTkp6MXQxNUYta1E?oc=5,UDN (via Google News),智慧製造與工業 AI,AI商機不均 僅2成製造業切入半導體鏈  UDN
1345,AI商機不均 僅2成製造業切入半導體鏈 - Yahoo新聞,2026-07-29 22:36,https://news.google.com/rss/articles/CBMijAJBVV95cUxPMEJvNU1CTVgtYVp2cFFsampYc3FBZVNIeGh1OGF3QnN0Wm10M2hFNHlZM3BoMlQ3cWZEaFRFZFo0V3Q3MkZWWWsyR1FMeEVGckpuSFc5OWxpLXJ2Yld1aWM1WVdVc0xmLXVldUhLdWNSd0hrZTN6SnVwNjZVVUtpNlNOYk1oY01CT0VjbURYWFVDOE40NEx3WnJtS1FsalR4SVpyWGQwOXc0VUQ1cS04dnJ2eTBQWHVlVmhHcXRObk1KQ1lMTUpHS2t1cE1CbkxvVXcwZmNaVXExTjJSV1VOOTQzX0NRYXpXaGRhTDQ3UFZfQWQyOXp6ZUw0MlZXTG5SS1k0STdqeXM3RDBU?oc=5,Yahoo新聞 (via Google News),智慧製造與工業 AI,AI商機不均 僅2成製造業切入半導體鏈  Yahoo新聞
1346,Z 世代女性就業成長落後男性，史丹佛研究：主因是「職業分流」而非 AI,2026-07-29 23:40,https://technews.tw/2026/07/30/gen-z-women-entry-level-jobs-lag-men-not-ai/,科技新報 TechNews,研發與創新,史丹佛大學數位經濟實驗室與 ADP Research 最新公布的薪資資料指出，在入門職場中，Z 世代年輕女性的 […]
1347,Azure 年營收首度突破千億美元，微軟 AI 業務再寫新里程碑,2026-07-29 23:44,https://finance.technews.tw/2026/07/30/azure-revenue-100-billion-microsoft-ai-milestone/,科技新報 TechNews,Enterprise & ROI / 企業應用與效益,微軟公布 2026 會計年度第四季（截至 6 月 30 日）財報，受惠於 AI 與雲端業務持續成長，第四季營收 […]
1348,AI 不是來取代員工，而是放大人才！全球企業重新發現「人機協作」才是真正的競爭力,2026-07-29 23:50,https://finance.technews.tw/2026/07/30/survey-shows-more-than-half-of-companies-regret-laying-off-employees-due-to-ai/,科技新報 TechNews,Enterprise & ROI / 企業應用與效益,當生成式 AI 迅速席捲全球企業時，許多高階主管曾用 AI 取代人力，視為提升效率與降低成本的契機，甚至引發激 […]
1349,研究估AWS每年約373萬項雲端資源一度設為公開，部分RDS快照短暫曝露恐難察覺,2026-07-30 00:00,https://www.ithome.com.tw/news/177742,iThome 科技報,Sovereign AI & Policy / 主權 AI 與法規,雲端資安業者Aryon Security於7月29日公布研究，指出AWS部分可公開分享的雲端資源，可能只在短時間內對外開放，隨後便從公開清單消失。研究團隊認為，這類短暫曝露可能發生在兩次掃描之間，因而可能未被採用定期掃描機制的雲端安全工具偵測到。
1350,思科防火牆管理軟體存在遭積極利用的資安漏洞,2026-07-30 00:00,https://www.ithome.com.tw/news/177737,iThome 科技報,Sovereign AI & Policy / 主權 AI 與法規,7月29日思科發布資安公告，指出旗下防火牆集中控管平臺Secure Firewall Management Center（FMC）存在資安漏洞CVE-2026-20316，未經身分驗證的攻擊者可利用低權限帳號存取平臺上的敏感資料，CVSS風險評為5.3分，值得留意的是，思科表示漏洞已遭積極利用，由於沒有緩解措施，該公司呼籲用戶應儘速更新FMC因應。
1351,開源基金會3年3億推臺灣AI工程，建立千人在地技術社群，強化台灣主權AI能力,2026-07-30 00:00,https://www.ithome.com.tw/news/177768,iThome 科技報,"智慧製造與工業 AI, 研發與創新, Sovereign AI & Policy / 主權 AI 與法規, Enterprise & ROI / 企業應用與效益","在高科技、服務業等多家企業聯手支持下，開源基金會（TAIONE Open Source Foundation）今天正式成立，宣布未來三年將投入3億元，推動臺灣的開源AI工程。開源基金會董事長蔡祈岩指出，全球下一步的AI競爭在開源，開源基金會的成立是一件重要的事。
蔡祈岩進一步補充，AI時代把全球競爭從製造延伸到模型、工具鏈、標準與生態。開源讓臺灣不必重新打造封閉式全球平台，也能直接進入世界級技術的生態圈。「台灣硬體產業需要軟體的護城河，開源正是台灣的重要機會。」"
1352,Linux網路流量排程子系統存在高風險漏洞，可導致本機使用者提升至Root權限,2026-07-30 00:00,https://www.ithome.com.tw/news/177767,iThome 科技報,Sovereign AI & Policy / 主權 AI 與法規,資安廠商STAR Labs研究人員近日揭露Linux核心漏洞CVE-2026-53264，這個高風險漏洞已存在數年，CVSS嚴重性評分7.8分，問題存在於負責網路封包流量控制的net/sched子系統，攻擊者可利用記憶體已釋放卻仍被使用（UAF）競爭條件問題，讓本機低權限使用者提升至Root權限，Linux核心上游已完成修補，主
1353,Walmart如何用數據打造永續零售：AI預測食品浪費，還靠平臺讓供應鏈減碳,2026-07-30 00:00,https://www.ithome.com.tw/news/177760,iThome 科技報,"智慧製造與工業 AI, 供應鏈韌性與物流自動化, Enterprise & ROI / 企業應用與效益","生成式AI快速發展後，企業開始重新思考AI的價值。對全球最大零售商Walmart而言，AI不只是提升銷售推薦或員工效率的工具，也逐漸成為改善零售流程、降低資源浪費的重要技術。在Walmart最新的FY2026永續報告書，Walmart揭露他們如何利用AI、資料分析、自動化與數位平臺，將永續目標融入日常營運，從食品管理、供應鏈減碳到AI治理，建立以數據驅動的永續零售模式。
Walmart並非單純以AI解決所有永續問題，而是依照不同場景導入不同數位能力。其中，AI主要用於提升食品管理與營運決策效率，..."
1354,北韓駭客疑先從冷門NPM套件試水溫，再攻向axios等熱門函式庫,2026-07-30 00:00,https://www.ithome.com.tw/news/177762,iThome 科技報,智慧製造與工業 AI,Amazon威脅情報團隊指出，2025年3月至2026年3月間發生的typo-crypto、debug、chalk及axios軟體套件攻擊，可能出自同一北韓關聯駭客組織。攻擊者使用的部分伺服器相同，程式碼與入侵手法也有多處相似，因此Amazon研判這幾起事件可能彼此相關。
1355,北韓駭客BlueNoroff利用會議網釣套件從事ClickFix攻擊，散布惡意軟體、竊取加密錢包資產,2026-07-30 00:00,https://www.ithome.com.tw/news/177761,iThome 科技報,Sovereign AI & Policy / 主權 AI 與法規,資安公司Jumpsec指出，他們近期分析北韓駭客組織BlueNoroff（APT38、TA444、Sapphire Sleet）的網釣套件原始碼，還原駭客冒充Zoom與微軟Teams會議的ClickFix攻擊流程，揭露Windows與macOS作業系統的惡意程式感染鏈。這項調查源自於BlueNoroff操作員不慎暴露的基礎設施當中，存放的JavaScript原始映射資料（source maps）。
1356,How avatarin built a 24/7 retail agent with GPT-Realtime,2026-07-30 00:00,https://openai.com/index/avatarin,OpenAI News,"Agentic AI / 代理式 AI, LLMs & Reasoning / 大語言模型與推理","avatarin uses OpenAI’s GPT-Realtime to give Yamada Denki shoppers 24/7 multilingual support. In two weeks, 30,000 people used the agent and 92% of survey responses were positive."
1357,AI類股賣壓籠罩 台積電盤中重挫4.1%半導體供應鏈受創 - 行銷人,2026-07-30 00:47,https://news.google.com/rss/articles/CBMi4wJBVV95cUxQUWVxMHVxYkQ3TUtvVzNPck9BdklvWFdGUGVxMUxqRmhRZWFtMjhvR3B4OEFSTFdxdnh3c2VxdGRWUFVETlhNZlQ3TjNaOXZLaGFxRXhGLTEzUEctM0dFQ2s2dGp6YkN0MlotLUUwcHRZTDNNYzRVTUlIVmxKY21Udks5RXZmeEhVLThnRlh4WjVFRTBCYW1vQkRFTmFTRjFHd0M5U3dHb2ZPZm8zaTNWWm80V24xVDVPNFJQQlM4QjZsYkdNbTd2djVISWFVUTk4M0FzaHIyLTctX0hpUW1hSHdETEVFbVFEWW40eGxFSkdGc1Qycm40cGE2Q3F1T21tYlhZSjAtQ0hhS3VBVFRJWjJqYnZpaGZZSkZqUmRzd0o4VE9fbHlqeE9Hd3MxdUtDOUJBM051akFrQjFoWXNrVFhMYVdBZnpXajBhSURwQnY4b0pSODlrVTVVTV85YlpyWTRv?oc=5,行銷人 (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化, Chips & Hardware / 晶片與算力",AI類股賣壓籠罩 台積電盤中重挫4.1%半導體供應鏈受創  行銷人
1358,美國製造輝達AI晶片真的快來了！台積電亞利桑那廠4奈米試產成功，連鴻海、緯創都已在德州卡位接應 - T客邦,2026-07-30 03:00,https://news.google.com/rss/articles/CBMieEFVX3lxTE1ZVUJtaUdnaW9sdWdRSmFhMXZtUXVxdmtZYjB6Z200eHFLMU1nZzZ0a0dDbW1jVzhtZVdXQXhseWItS0I4V3hTVWlJMnNDeEliYTNTaG56Wk5rNUJrb1JXN1dhVWdad2VmRlduaDBudHVMRzEtVFoycw?oc=5,T客邦 (via Google News),"智慧製造與工業 AI, Chips & Hardware / 晶片與算力",美國製造輝達AI晶片真的快來了！台積電亞利桑那廠4奈米試產成功，連鴻海、緯創都已在德州卡位接應  T客邦
1359,製造業沒吃到AI紅利大餅 商機仍集中特定產業 - 104職場力,2026-07-30 07:00,https://news.google.com/rss/articles/CBMigwFBVV95cUxPaFZkd0lRV0U5TjdWcmt5S0F0U042MWE1WUtNYjFvcUJ0LURRNWRyazhVXzU3V093YW80T3BuZk1LN0IwWEhNSV9yTWUyZldsdk93cm4zM2M2VG9OVHh2RWtoQm1na0ZhQXlXX0JXNmtCVVpKZE1kaDIwOVpSUnlSdkZiSQ?oc=5,104職場力 (via Google News),智慧製造與工業 AI,製造業沒吃到AI紅利大餅 商機仍集中特定產業  104職場力
1360,中菲行供應鏈高峰會 聚焦AI驅動全球物流新變革 - 自由財經,2026-07-30 07:00,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5pbkwtQVd2TEdjd1hBUnAyZE82RGxTT2RNRm50aTdlU05SeTlBTVlHUnhjQzI1eDQxRWU5MDAxdERnVUVXeGdNeFNFVGtmNTVrSlhwczM2NGZRaGllNVZV?oc=5,自由財經 (via Google News),供應鏈韌性與物流自動化,中菲行供應鏈高峰會 聚焦AI驅動全球物流新變革  自由財經
1361,The AI Factory Supply Chain: What WTAI's July 2026 Rebalance Is Really Saying - Seeking Alpha,2026-07-30 07:00,https://news.google.com/rss/articles/CBMipgFBVV95cUxOU25mQ0JUMGZpTTRSZkJ2Mk9hbEJuWFM1ejhNWDR0LVhnZjY1d0tRaHMyV2FTUEJxbTBRWHhNckVDZzdmSFZxR1RiN2x5UzRVLTAwRlZkZHQydzZMSzN5YWpzUFpCOFRubDJXOXJLeVl1bFZUZnlsN0k1M1JYaTNZYVJOZ0t6U09VM3VkWlRJbVlXWnB0aUk4X3lJREEyQzMtR19ocE93?oc=5,Seeking Alpha (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化, Sovereign AI & Policy / 主權 AI 與法規",The AI Factory Supply Chain: What WTAI's July 2026 Rebalance Is Really Saying  Seeking Alpha
1362,Kumamoto Earthquake Disrupts Semiconductor Supply Chain - 조선일보,2026-07-30 07:00,https://news.google.com/rss/articles/CBMihAFBVV95cUxQcWlDU1pnUUYycmFzSUh4amUxNnVOSG54dFVHT2JpU2RVNk9pcU5oUFlRY21fMUF4QWdxaFdaOUZHS0Rub2t3X0tXbEVKc2haVXo4RnROLWJ5UmV3TEdqX2M2b1pPalB3OEZndTFHaXg5UkZ3dkJVVHdWVmVBeXBqaFZyVXo?oc=5,조선일보 (via Google News),"智慧製造與工業 AI, 供應鏈韌性與物流自動化, Chips & Hardware / 晶片與算力",Kumamoto Earthquake Disrupts Semiconductor Supply Chain  조선일보
